law,pixels,path
warm?,31,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[361].b64
warm?,28,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[362].b64
warm?,51,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[363].b64
warm?,79,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[364].b64
warm?,95,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[365].b64
warm?,94,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[366].b64
warm?,22,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[367].b64
warm?,21,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[368].b64
warm?,29,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[369].b64
warm?,22,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[370].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[371].b64
warm?,3,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[372].b64
warm?,12,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[373].b64
warm?,42,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[374].b64
warm?,67,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[375].b64
warm?,69,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[376].b64
warm?,2,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[378].b64
warm?,5,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[379].b64
warm?,12,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[380].b64
warm?,4,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[381].b64
warm?,19,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[385].b64
warm?,134,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[386].b64
warm?,219,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[387].b64
warm?,278,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[388].b64
warm?,71,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[389].b64
warm?,14,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[390].b64
warm?,49,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[391].b64
warm?,79,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[392].b64
warm?,9,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[393].b64
warm?,23,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[394].b64
warm?,30,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[395].b64
warm?,32,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[396].b64
warm?,23,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[397].b64
warm?,33,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[398].b64
warm?,56,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[399].b64
warm?,37,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[400].b64
warm?,36,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[401].b64
warm?,20,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[402].b64
warm?,41,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[403].b64
warm?,23,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[404].b64
warm?,27,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[405].b64
warm?,52,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[406].b64
warm?,147,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[407].b64
warm?,100,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[408].b64
warm?,52,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[409].b64
warm?,163,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[410].b64
warm?,51,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[411].b64
LAVA,10,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[412].b64
warm?,288,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[414].b64
warm?,68,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[415].b64
warm?,7,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[416].b64
LAVA,3,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[417].b64
warm?,7,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[418].b64
warm?,157,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[419].b64
warm?,6,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[420].b64
LAVA,11,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[421].b64
warm?,2,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[422].b64
warm?,184,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[423].b64
warm?,36,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[424].b64
LAVA,7,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[425].b64
warm?,312,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[427].b64
warm?,55,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[428].b64
LAVA,6,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[429].b64
warm?,48,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[431].b64
warm?,4,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[432].b64
warm?,115,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[433].b64
warm?,16,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[434].b64
warm?,212,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[435].b64
warm?,11,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[436].b64
LAVA,5,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[437].b64
warm?,298,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[439].b64
warm?,90,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[440].b64
LAVA,2,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[441].b64
warm?,4,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[442].b64
warm?,120,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[443].b64
warm?,4,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[444].b64
warm?,21,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[445].b64
warm?,133,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[446].b64
LAVA,9,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[447].b64
warm?,6,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[456].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[458].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[459].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[460].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[461].b64
warm?,2,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[463].b64
warm?,3,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[466].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[467].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[468].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[470].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[473].b64
warm?,4,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[474].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[475].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[476].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[477].b64
LAVA,2,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[483].b64
warm?,2,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[484].b64
LAVA,2,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[485].b64
warm?,2,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[488].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[489].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[490].b64
warm?,4,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[491].b64
warm?,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[492].b64
warm?,634,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[560].b64
warm?,654,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[561].b64
warm?,9,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[562].b64
warm?,546,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[563].b64
warm?,172,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[564].b64
LAVA,11,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[567].b64
warm?,660,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[570].b64
warm?,676,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[571].b64
LAVA,1,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[572].b64
LAVA,14,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[574].b64
LAVA,2,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[576].b64
warm?,548,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[577].b64
warm?,410,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[578].b64
warm?,118,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[579].b64
LAVA,6,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[581].b64
warm?,35,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[582].b64
LAVA,17,BOHEMIA_SEAM_FIXED_SURFACES_7_14_26.txt.tiles[583].b64
warm?,31,BOHEMIA_STREET_ANATOMY_POOL_7_13_26.txt.tiles[6].b64
warm?,32,BOHEMIA_STREET_ANATOMY_POOL_7_13_26.txt.tiles[7].b64
warm?,21,BOHEMIA_STREET_ANATOMY_POOL_7_13_26.txt.tiles[8].b64
warm?,23,BOHEMIA_STREET_ANATOMY_POOL_7_13_26.txt.tiles[9].b64
warm?,16,BOHEMIA_STREET_ANATOMY_POOL_7_13_26.txt.tiles[10].b64
warm?,16,BOHEMIA_STREET_ANATOMY_POOL_7_13_26.txt.tiles[11].b64
warm?,82,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.desert[0]
warm?,228,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.desert[1]
warm?,88,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.desert[2]
warm?,9,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.desert[3]
warm?,29,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.desert[4]
warm?,663,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.desert[5]
warm?,675,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.desert[6]
warm?,676,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.desert[7]
warm?,676,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.desert[8]
warm?,675,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.desert[9]
LAVA,2,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.scorch[1]
warm?,12,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.pools.scorch[2]
warm?,45,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[0]
warm?,10,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[1]
warm?,149,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[2]
warm?,66,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[3]
warm?,43,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[4]
warm?,18,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[5]
warm?,1,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[6]
warm?,25,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[8]
warm?,18,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[9]
warm?,671,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[10]
warm?,575,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[11]
warm?,676,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[12]
warm?,667,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[13]
warm?,676,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[14]
warm?,676,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[15]
warm?,676,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[16]
warm?,676,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[17]
warm?,676,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[18]
warm?,655,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.desert[19]
warm?,1,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.scorch[0]
LAVA,2,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.scorch[2]
LAVA,1,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.scorch[3]
LAVA,1,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.scorch[4]
warm?,7,BOHEMIA_STREET_POOLS_HARMONIZED_7_14_26.txt.weather_variants.scorch[5]
warm?,2,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_L[0]
warm?,5,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_L[1]
warm?,2,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_L[2]
warm?,2,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_L[3]
warm?,2,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_L[4]
warm?,2,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_L[5]
warm?,1,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_R[0]
warm?,3,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_R[1]
warm?,3,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_R[3]
warm?,2,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_R[4]
warm?,3,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_v_R[5]
warm?,1,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_h_T[0]
warm?,1,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_h_T[1]
warm?,1,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_h_T[2]
warm?,2,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_h_T[3]
warm?,1,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_h_T[5]
warm?,4,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_h_B[0]
warm?,1,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_h_B[1]
warm?,1,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_h_B[3]
warm?,5,BOHEMIA_TURN_MARKING_CANDIDATES_7_14_26.txt.candidates.twlt_h_B[5]
warm?,96,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[5].b64
PURPLE,272,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[35].b64
PURPLE,217,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[40].b64
warm?,42,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[41].b64
warm?,1,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[45].b64
warm?,1,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[46].b64
warm?,2,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[58].b64
LAVA,1,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[61].b64
warm?,2,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[62].b64
warm?,3,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[64].b64
warm?,8,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[68].b64
warm?,618,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[70].b64
warm?,10,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[72].b64
warm?,131,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[74].b64
LAVA,8,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[77].b64
warm?,638,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[80].b64
warm?,630,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[81].b64
warm?,441,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[82].b64
warm?,66,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[84].b64
LAVA,7,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[85].b64
warm?,11,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[86].b64
warm?,390,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[87].b64
warm?,516,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[88].b64
warm?,395,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[89].b64
warm?,121,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[90].b64
warm?,69,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[91].b64
LAVA,1,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[92].b64
warm?,62,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[93].b64
warm?,318,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[94].b64
warm?,352,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[96].b64
warm?,37,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[101].b64
PURPLE,1,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[101].b64
PURPLE,7,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[119].b64
warm?,62,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[144].b64
warm?,9,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[145].b64
warm?,1,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[147].b64
warm?,54,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[182].b64
warm?,2,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[204].b64
warm?,3,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[206].b64
warm?,241,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[246].b64
PURPLE,5,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[247].b64
warm?,1,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[250].b64
warm?,1,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[253].b64
warm?,10,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[256].b64
PURPLE,1,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[256].b64
warm?,5,BOHEMIA_WALL_SEAMLESS_SET_7_10_26.txt.tiles[259].b64
PURPLE,49,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[7].b64
warm?,14,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[8].b64
PURPLE,32,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[8].b64
warm?,1,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[9].b64
warm?,3,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[10].b64
PURPLE,23,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[10].b64
warm?,2,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[11].b64
warm?,1,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[12].b64
warm?,5,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[13].b64
LAVA,61,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[20].b64
warm?,4,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[30].b64
PURPLE,3,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[30].b64
warm?,1,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[31].b64
warm?,20,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[32].b64
PURPLE,3,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[32].b64
warm?,31,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[33].b64
PURPLE,4,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[33].b64
warm?,18,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[34].b64
warm?,59,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[35].b64
warm?,58,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[36].b64
warm?,47,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[37].b64
warm?,25,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[38].b64
warm?,30,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[39].b64
warm?,24,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[40].b64
warm?,23,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[41].b64
warm?,126,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[42].b64
warm?,42,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[43].b64
warm?,21,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[44].b64
PURPLE,1,BOHEMIA_WATER_SEAMLESS_SET_7_10_26.txt.tiles[44].b64
